event_id,customer_id,event_type,event_time,device_type,traffic_source,session_duration
EvtID43100,CUS-39396611,Logout,09-07-2025,Mobile,Google Ads,107
EvtID43101,CUS-49846364,Logout,05-09-2025,Mobile,Instagram,151
EvtID43102,CUS-93499588,Purchase,12/13/2025,Mobile,Email Campaign,8
EvtID43103,CUS-10723539,Cancel Subscription,1/21/2026,Mobile,Instagram,28
EvtID43104,CUS-76600504,Add to Cart,8/22/2025,Desktop,Google Ads,29
EvtID43105,CUS-74796395,Upgrade Plan,11/26/2025,Mobile,Google Ads,57
EvtID43106,CUS-34372521,Cancel Subscription,5/18/2026,Mobile,Google Ads,15
EvtID43107,CUS-97246398,Cancel Subscription,7/19/2025,Desktop,Instagram,149
EvtID43108,CUS-36242035,Logout,9/21/2025,Desktop,Instagram,120
EvtID43109,CUS-58583050,Upgrade Plan,04-02-2026,Mobile,Google Ads,5
EvtID43110,CUS-30836182,Upgrade Plan,8/18/2025,Mobile,Google Ads,92
EvtID43111,CUS-29517470,Logout,3/24/2026,Mobile,LinkedIn,15
EvtID43112,CUS-59026484,Purchase,7/17/2025,Desktop,Email Campaign,119
EvtID43113,CUS-24527310,Login,6/21/2025,Desktop,Google Ads,10
EvtID43114,CUS-26606282,Login,12/24/2025,Desktop,Instagram,37
EvtID43115,CUS-47323889,Purchase,10-11-2025,Mobile,Instagram,126
EvtID43116,CUS-27275546,Purchase,01-05-2026,Mobile,Google Ads,5
EvtID43117,CUS-70900695,Upgrade Plan,11/16/2025,Mobile,Google Ads,139
EvtID43118,CUS-22145763,Purchase,02-10-2026,Mobile,Direct,6
EvtID43119,CUS-21063893,Cancel Subscription,5/25/2026,Desktop,Direct,72
EvtID43120,CUS-13481365,Cancel Subscription,11/13/2025,Mobile,LinkedIn,99
EvtID43121,CUS-20305608,Login,3/24/2026,Mobile,Email Campaign,5
EvtID43122,CUS-37801665,Upgrade Plan,11-08-2025,Desktop,LinkedIn,177
EvtID43123,CUS-14395449,Logout,04-07-2025,Mobile,Google Ads,27
EvtID43124,CUS-36724497,Login,05-01-2025,Mobile,Google Ads,171
EvtID43125,CUS-29920727,Login,11-11-2025,Desktop,LinkedIn,93
EvtID43126,CUS-86841767,Upgrade Plan,4/28/2026,Desktop,Google Ads,6
EvtID43127,CUS-21074671,Add to Cart,02-11-2026,Mobile,Instagram,156
EvtID43128,CUS-59857041,Cancel Subscription,7/15/2025,Mobile,Instagram,15
EvtID43129,CUS-39396384,Cancel Subscription,9/15/2025,Mobile,Instagram,32
EvtID43130,CUS-74206709,Logout,12/23/2025,Mobile,Email Campaign,163
EvtID43131,CUS-89949444,Login,10-08-2025,Mobile,Google Ads,84
EvtID43132,CUS-43258954,Login,9/14/2025,Tablet,LinkedIn,22
EvtID43133,CUS-99627599,Add to Cart,02-06-2026,Mobile,Direct,76
EvtID43134,CUS-94294562,Logout,7/23/2025,Mobile,Google Ads,93
EvtID43135,CUS-32203079,Logout,7/23/2025,Mobile,LinkedIn,66
EvtID43136,CUS-45307533,Upgrade Plan,8/23/2025,Desktop,Google Ads,21
EvtID43137,CUS-84516143,Purchase,08-11-2025,Desktop,Email Campaign,94
EvtID43138,CUS-64193767,Upgrade Plan,5/17/2026,Desktop,Instagram,13
EvtID43139,CUS-49478643,Cancel Subscription,01-06-2026,Mobile,Organic Search,66
EvtID43140,CUS-14721569,Login,09-05-2025,Mobile,Organic Search,140
EvtID43141,CUS-93597522,Login,10/27/2025,Mobile,Instagram,60
EvtID43142,CUS-43379044,Logout,08-01-2025,Mobile,Google Ads,78
EvtID43143,CUS-51753214,Upgrade Plan,2/27/2026,Desktop,LinkedIn,151
EvtID43144,CUS-99748869,Logout,05-06-2025,Desktop,Instagram,13
EvtID43145,CUS-98992204,Purchase,6/27/2025,Mobile,Email Campaign,166
EvtID43146,CUS-43701732,Logout,1/21/2026,Mobile,Instagram,53
EvtID43147,CUS-97460468,Upgrade Plan,05-03-2025,Desktop,Organic Search,49
EvtID43148,CUS-88359219,Upgrade Plan,8/24/2025,Mobile,Google Ads,22
EvtID43149,CUS-91019589,Cancel Subscription,7/20/2025,Desktop,Instagram,39
EvtID43150,CUS-44132883,Logout,11-04-2025,Desktop,LinkedIn,110
EvtID43151,CUS-86024127,Add to Cart,3/27/2026,Desktop,Google Ads,100
EvtID43152,CUS-58762793,Login,12/21/2025,Desktop,Google Ads,80
EvtID43153,CUS-84148179,Login,10/28/2025,Mobile,Google Ads,171
EvtID43154,CUS-67780537,Login,5/29/2025,Mobile,Google Ads,19
EvtID43155,CUS-36369374,Add to Cart,4/20/2026,Mobile,Google Ads,130
EvtID43156,CUS-87647718,Cancel Subscription,6/30/2025,Desktop,Google Ads,82
EvtID43157,CUS-66740365,Login,2/25/2026,Desktop,Google Ads,12
EvtID43158,CUS-43825283,Cancel Subscription,05-07-2026,Mobile,Instagram,60
EvtID43159,CUS-72037938,Logout,1/30/2026,Mobile,Email Campaign,28
EvtID43160,CUS-95076742,Purchase,6/16/2025,Desktop,Direct,96
EvtID43161,CUS-33648408,Add to Cart,08-11-2025,Mobile,Instagram,31
EvtID43162,CUS-28718317,Add to Cart,4/30/2025,Mobile,Instagram,4
EvtID43163,CUS-54753037,Upgrade Plan,4/17/2026,Desktop,LinkedIn,103
EvtID43164,CUS-44120044,Logout,2/27/2026,Mobile,Instagram,83
EvtID43165,CUS-69731832,Login,04-11-2026,Mobile,Direct,48
EvtID43166,CUS-56072328,Login,05-08-2026,Desktop,Instagram,126
EvtID43167,CUS-43405485,Upgrade Plan,05-08-2026,Mobile,Email Campaign,156
EvtID43168,CUS-11360914,Purchase,10/24/2025,Mobile,LinkedIn,167
EvtID43169,CUS-59166961,Upgrade Plan,05-08-2025,Desktop,Google Ads,68
EvtID43170,CUS-46782945,Logout,9/29/2025,Desktop,Google Ads,162
EvtID43171,CUS-39989837,Upgrade Plan,5/23/2026,Mobile,Instagram,125
EvtID43172,CUS-98320108,Cancel Subscription,4/27/2026,Mobile,Email Campaign,147
EvtID43173,CUS-58026125,Logout,6/24/2025,Mobile,Google Ads,100
EvtID43174,CUS-65089284,Login,9/21/2025,Mobile,Instagram,175
EvtID43175,CUS-27967076,Login,3/26/2026,Mobile,Organic Search,117
EvtID43176,CUS-46953166,Purchase,8/29/2025,Mobile,LinkedIn,173
EvtID43177,CUS-88958554,Cancel Subscription,9/15/2025,Mobile,Email Campaign,173
EvtID43178,CUS-66336588,Logout,05-11-2025,Mobile,Instagram,16
EvtID43179,CUS-33035921,Login,1/22/2026,Mobile,Organic Search,173
EvtID43180,CUS-72863327,Cancel Subscription,9/16/2025,Desktop,Organic Search,31
EvtID43181,CUS-43389485,Purchase,09-04-2025,Mobile,Instagram,123
EvtID43182,CUS-89901248,Add to Cart,6/19/2025,Mobile,LinkedIn,39
EvtID43183,CUS-40560777,Upgrade Plan,08-10-2025,Desktop,Google Ads,95
EvtID43184,CUS-43133874,Upgrade Plan,02-05-2026,Mobile,Instagram,40
EvtID43185,CUS-52701882,Purchase,6/14/2025,Mobile,Organic Search,173
EvtID43186,CUS-43384420,Logout,7/17/2025,Mobile,Email Campaign,74
EvtID43187,CUS-82862974,Add to Cart,05-10-2025,Mobile,Google Ads,113
EvtID43188,CUS-55534044,Upgrade Plan,08-09-2025,Mobile,Organic Search,15
EvtID43189,CUS-91783907,Login,11/19/2025,Desktop,Direct,159
EvtID43190,CUS-76665716,Purchase,6/19/2025,Desktop,Google Ads,107
EvtID43191,CUS-93391363,Logout,2/27/2026,Tablet,Instagram,76
EvtID43192,CUS-42096902,Logout,03-01-2026,Mobile,Instagram,118
EvtID43193,CUS-98559830,Add to Cart,11-05-2025,Mobile,Instagram,119
EvtID43194,CUS-65711866,Add to Cart,7/15/2025,Mobile,Instagram,166
EvtID43195,CUS-35685544,Add to Cart,5/27/2025,Mobile,LinkedIn,70
EvtID43196,CUS-15643844,Upgrade Plan,11-03-2025,Mobile,LinkedIn,59
EvtID43197,CUS-23933429,Login,07-06-2025,Desktop,Instagram,152
EvtID43198,CUS-52425409,Purchase,4/15/2025,Mobile,Google Ads,52
EvtID43199,CUS-82338962,Login,3/23/2026,Mobile,Google Ads,166
EvtID43200,CUS-31026373,Add to Cart,04-05-2026,Desktop,Email Campaign,171
EvtID43201,CUS-77236454,Logout,05-07-2025,Desktop,Organic Search,157
EvtID43202,CUS-65036991,Add to Cart,10/17/2025,Mobile,Email Campaign,88
EvtID43203,CUS-49906873,Upgrade Plan,09-07-2025,Mobile,Google Ads,163
EvtID43204,CUS-18977709,Logout,2/14/2026,Mobile,Instagram,95
EvtID43205,CUS-17638910,Logout,5/20/2026,Mobile,Instagram,169
EvtID43206,CUS-68802795,Logout,07-07-2025,Desktop,Google Ads,126
EvtID43207,CUS-59484110,Logout,9/13/2025,Mobile,Google Ads,133
EvtID43208,CUS-80492957,Purchase,03-03-2026,Mobile,Google Ads,87
EvtID43209,CUS-24061108,Add to Cart,12-08-2025,Mobile,LinkedIn,74
EvtID43210,CUS-26477496,Logout,03-02-2026,Desktop,Instagram,163
EvtID43211,CUS-37457576,Cancel Subscription,01-06-2026,Desktop,Direct,108
EvtID43212,CUS-88700974,Login,01-03-2026,Mobile,LinkedIn,37
EvtID43213,CUS-41180584,Purchase,02-02-2026,Desktop,Google Ads,141
EvtID43214,CUS-13926135,Cancel Subscription,07-01-2025,Mobile,LinkedIn,90
EvtID43215,CUS-77301284,Purchase,9/29/2025,Mobile,Google Ads,23
EvtID43216,CUS-30249888,Upgrade Plan,1/19/2026,Mobile,Google Ads,34
EvtID43217,CUS-47252577,Upgrade Plan,12/22/2025,Mobile,Google Ads,40
EvtID43218,CUS-26774386,Login,8/22/2025,Mobile,Instagram,151
EvtID43219,CUS-69387339,Cancel Subscription,6/24/2025,Mobile,LinkedIn,107
EvtID43220,CUS-50383021,Cancel Subscription,04-05-2025,Tablet,Google Ads,129
EvtID43221,CUS-29416882,Logout,06-10-2025,Desktop,Instagram,112
EvtID43222,CUS-74457697,Add to Cart,7/29/2025,Mobile,Direct,164
EvtID43223,CUS-61425293,Add to Cart,9/27/2025,Mobile,Google Ads,40
EvtID43224,CUS-51066010,Cancel Subscription,04-10-2025,Mobile,Google Ads,177
EvtID43225,CUS-76756767,Add to Cart,2/22/2026,Mobile,Google Ads,104
EvtID43226,CUS-22049114,Login,09-12-2025,Desktop,Email Campaign,179
EvtID43227,CUS-24335011,Add to Cart,12-03-2025,Mobile,Instagram,137
EvtID43228,CUS-89201209,Add to Cart,11-01-2025,Desktop,Google Ads,91
EvtID43229,CUS-60263213,Purchase,08-03-2025,Mobile,LinkedIn,159
EvtID43230,CUS-22604130,Logout,1/24/2026,Mobile,Instagram,105
EvtID43231,CUS-37669502,Upgrade Plan,4/13/2026,Tablet,Email Campaign,126
EvtID43232,CUS-12388722,Cancel Subscription,10-07-2025,Mobile,Google Ads,5
EvtID43233,CUS-24998976,Cancel Subscription,07-08-2025,Desktop,LinkedIn,78
EvtID43234,CUS-52227340,Purchase,1/19/2026,Desktop,Organic Search,172
EvtID43235,CUS-28121655,Cancel Subscription,01-12-2026,Mobile,Direct,119
EvtID43236,CUS-70765801,Upgrade Plan,01-08-2026,Mobile,Direct,9
EvtID43237,CUS-38742387,Login,11/17/2025,Tablet,Instagram,78
EvtID43238,CUS-36876130,Add to Cart,09-11-2025,Mobile,Google Ads,116
EvtID43239,CUS-91067517,Cancel Subscription,6/17/2025,Mobile,Instagram,2
EvtID43240,CUS-88753449,Logout,02-11-2026,Desktop,Instagram,126
EvtID43241,CUS-92950080,Add to Cart,04-01-2025,Desktop,LinkedIn,31
EvtID43242,CUS-25066559,Login,10/31/2025,Desktop,LinkedIn,87
EvtID43243,CUS-97538561,Cancel Subscription,8/20/2025,Mobile,Google Ads,83
EvtID43244,CUS-16095722,Cancel Subscription,5/17/2025,Mobile,Google Ads,25
EvtID43245,CUS-38341912,Cancel Subscription,9/24/2025,Desktop,Instagram,179
EvtID43246,CUS-17564650,Upgrade Plan,06-11-2025,Mobile,Google Ads,21
EvtID43247,CUS-12183450,Login,07-07-2025,Mobile,LinkedIn,15
EvtID43248,CUS-61074995,Purchase,9/18/2025,Mobile,Google Ads,125
EvtID43249,CUS-76980581,Login,12-07-2025,Tablet,Direct,107
EvtID43250,CUS-45328114,Login,7/21/2025,Desktop,Google Ads,117
EvtID43251,CUS-22553318,Cancel Subscription,5/21/2025,Mobile,Google Ads,35
EvtID43252,CUS-13313370,Upgrade Plan,9/19/2025,Desktop,Instagram,94
EvtID43253,CUS-10151279,Upgrade Plan,11-05-2025,Mobile,LinkedIn,164
EvtID43254,CUS-43746827,Upgrade Plan,5/15/2026,Mobile,Google Ads,156
EvtID43255,CUS-49242480,Login,2/23/2026,Desktop,Organic Search,32
EvtID43256,CUS-93987653,Upgrade Plan,3/20/2026,Mobile,Email Campaign,100
EvtID43257,CUS-75073417,Logout,04-04-2025,Mobile,Google Ads,136
EvtID43258,CUS-31707470,Purchase,8/17/2025,Mobile,Organic Search,43
EvtID43259,CUS-93375969,Purchase,11-03-2025,Tablet,Instagram,104
EvtID43260,CUS-37075889,Cancel Subscription,02-12-2026,Mobile,Google Ads,131
EvtID43261,CUS-92754347,Login,6/21/2025,Mobile,Google Ads,94
EvtID43262,CUS-85134515,Logout,11/20/2025,Tablet,Google Ads,29
EvtID43263,CUS-84332431,Logout,03-02-2026,Mobile,Instagram,15
EvtID43264,CUS-98167665,Upgrade Plan,03-12-2026,Desktop,Email Campaign,150
EvtID43265,CUS-69550527,Login,10-09-2025,Mobile,Google Ads,180
EvtID43266,CUS-17655126,Logout,5/21/2026,Mobile,Google Ads,176
EvtID43267,CUS-45121726,Add to Cart,6/19/2025,Mobile,Instagram,144
EvtID43268,CUS-53169975,Logout,9/13/2025,Desktop,LinkedIn,143
EvtID43269,CUS-35438879,Upgrade Plan,7/23/2025,Mobile,Email Campaign,111
EvtID43270,CUS-67859788,Add to Cart,4/25/2026,Mobile,LinkedIn,156
EvtID43271,CUS-20321484,Upgrade Plan,7/25/2025,Mobile,Organic Search,104
EvtID43272,CUS-68695681,Purchase,5/22/2026,Mobile,Google Ads,134
EvtID43273,CUS-20107693,Purchase,02-12-2026,Desktop,Instagram,12
EvtID43274,CUS-38685083,Login,07-01-2025,Desktop,Google Ads,124
EvtID43275,CUS-87589039,Purchase,12-11-2025,Tablet,Organic Search,95
EvtID43276,CUS-20484832,Login,8/17/2025,Desktop,Google Ads,68
EvtID43277,CUS-60559580,Add to Cart,1/26/2026,Desktop,Google Ads,96
EvtID43278,CUS-20819926,Logout,3/28/2026,Mobile,Google Ads,157
EvtID43279,CUS-45644606,Upgrade Plan,8/17/2025,Mobile,Instagram,54
EvtID43280,CUS-85102731,Upgrade Plan,7/18/2025,Mobile,LinkedIn,41
EvtID43281,CUS-45001973,Add to Cart,4/24/2025,Mobile,Direct,47
EvtID43282,CUS-57017165,Upgrade Plan,4/30/2025,Desktop,Google Ads,76
EvtID43283,CUS-13933832,Purchase,1/25/2026,Desktop,Google Ads,44
EvtID43284,CUS-76687756,Logout,8/26/2025,Mobile,Google Ads,131
EvtID43285,CUS-11474934,Cancel Subscription,05-12-2026,Mobile,Organic Search,89
EvtID43286,CUS-49749072,Login,11-06-2025,Tablet,Instagram,154
EvtID43287,CUS-28323281,Add to Cart,05-07-2026,Mobile,Instagram,121
EvtID43288,CUS-81635948,Upgrade Plan,06-12-2025,Mobile,Instagram,156
EvtID43289,CUS-88197262,Add to Cart,4/18/2025,Desktop,LinkedIn,80
EvtID43290,CUS-76990293,Cancel Subscription,09-05-2025,Desktop,Organic Search,18
EvtID43291,CUS-29073335,Cancel Subscription,10/27/2025,Desktop,Instagram,140
EvtID43292,CUS-69227216,Upgrade Plan,2/14/2026,Mobile,Google Ads,114
EvtID43293,CUS-13441296,Logout,04-08-2026,Mobile,Google Ads,89
EvtID43294,CUS-97456830,Cancel Subscription,6/18/2025,Desktop,Instagram,176
EvtID43295,CUS-33237423,Login,09-03-2025,Mobile,Organic Search,98
EvtID43296,CUS-69485113,Add to Cart,2/18/2026,Mobile,Instagram,120
EvtID43297,CUS-56482091,Logout,08-02-2025,Tablet,Email Campaign,15
EvtID43298,CUS-91226681,Login,4/13/2026,Desktop,Instagram,82
EvtID43299,CUS-50972817,Login,9/19/2025,Mobile,LinkedIn,153
EvtID43300,CUS-42451129,Upgrade Plan,04-06-2025,Mobile,Instagram,157
EvtID43301,CUS-40448431,Upgrade Plan,6/18/2025,Mobile,Instagram,31
EvtID43302,CUS-25136731,Cancel Subscription,02-07-2026,Tablet,Instagram,84
EvtID43303,CUS-89806491,Purchase,07-11-2025,Desktop,Instagram,138
EvtID43304,CUS-14183748,Login,12/13/2025,Mobile,LinkedIn,20
EvtID43305,CUS-25564379,Login,5/26/2025,Mobile,Google Ads,8
EvtID43306,CUS-88214411,Logout,8/21/2025,Desktop,Instagram,19
EvtID43307,CUS-70096319,Add to Cart,12/18/2025,Desktop,Direct,86
EvtID43308,CUS-79094646,Logout,2/13/2026,Mobile,Organic Search,84
EvtID43309,CUS-66362779,Upgrade Plan,04-09-2025,Mobile,Organic Search,98
EvtID43310,CUS-37859804,Login,05-03-2025,Desktop,Instagram,15
EvtID43311,CUS-55475677,Add to Cart,2/27/2026,Desktop,Organic Search,141
EvtID43312,CUS-11179243,Cancel Subscription,10-08-2025,Mobile,LinkedIn,60
EvtID43313,CUS-18714283,Purchase,5/28/2025,Mobile,Instagram,146
EvtID43314,CUS-34974348,Cancel Subscription,11-08-2025,Desktop,LinkedIn,125
EvtID43315,CUS-59182857,Upgrade Plan,05-05-2026,Mobile,LinkedIn,25
EvtID43316,CUS-61357848,Logout,12/30/2025,Desktop,Google Ads,141
EvtID43317,CUS-16524162,Add to Cart,4/25/2025,Desktop,Google Ads,30
EvtID43318,CUS-28675985,Logout,2/20/2026,Mobile,Instagram,70
EvtID43319,CUS-87340668,Upgrade Plan,01-06-2026,Mobile,Instagram,19
EvtID43320,CUS-69379668,Logout,6/16/2025,Mobile,Google Ads,28
EvtID43321,CUS-57605458,Cancel Subscription,1/28/2026,Mobile,LinkedIn,126
EvtID43322,CUS-97783886,Upgrade Plan,04-07-2025,Desktop,Instagram,105
EvtID43323,CUS-89796163,Add to Cart,7/22/2025,Mobile,Direct,91
EvtID43324,CUS-20057159,Upgrade Plan,4/19/2026,Desktop,LinkedIn,162
EvtID43325,CUS-78312166,Purchase,08-01-2025,Mobile,Google Ads,88
EvtID43326,CUS-62979039,Add to Cart,6/13/2025,Desktop,LinkedIn,162
EvtID43327,CUS-50367504,Upgrade Plan,11-07-2025,Mobile,Organic Search,70
EvtID43328,CUS-39815468,Logout,2/16/2026,Mobile,LinkedIn,24
EvtID43329,CUS-30295637,Purchase,05-08-2025,Mobile,Email Campaign,170
EvtID43330,CUS-52474103,Purchase,6/28/2025,Mobile,Instagram,177
EvtID43331,CUS-49367451,Add to Cart,04-06-2026,Mobile,Google Ads,122
EvtID43332,CUS-89036504,Purchase,5/29/2025,Mobile,Email Campaign,60
EvtID43333,CUS-87958447,Cancel Subscription,10/22/2025,Desktop,Google Ads,7
EvtID43334,CUS-95981825,Login,04-07-2026,Mobile,Google Ads,78
EvtID43335,CUS-84036076,Cancel Subscription,08-09-2025,Desktop,Organic Search,103
EvtID43336,CUS-35671206,Purchase,3/31/2026,Mobile,Instagram,25
EvtID43337,CUS-64314733,Purchase,9/18/2025,Mobile,Google Ads,109
EvtID43338,CUS-47676223,Upgrade Plan,05-08-2025,Mobile,LinkedIn,101
EvtID43339,CUS-38404978,Add to Cart,3/17/2026,Mobile,Instagram,126
EvtID43340,CUS-85654324,Add to Cart,9/22/2025,Desktop,LinkedIn,144
EvtID43341,CUS-35051969,Logout,05-03-2025,Desktop,Google Ads,156
EvtID43342,CUS-48569568,Cancel Subscription,7/26/2025,Mobile,Google Ads,114
EvtID43343,CUS-14990960,Cancel Subscription,10/29/2025,Mobile,Instagram,26
EvtID43344,CUS-51913972,Cancel Subscription,05-10-2026,Tablet,Google Ads,148
EvtID43345,CUS-88407784,Upgrade Plan,06-03-2025,Mobile,Organic Search,107
EvtID43346,CUS-49385056,Cancel Subscription,3/20/2026,Tablet,LinkedIn,82
EvtID43347,CUS-29041458,Cancel Subscription,05-03-2025,Mobile,Direct,19
EvtID43348,CUS-66643984,Add to Cart,11-11-2025,Mobile,Google Ads,46
EvtID43349,CUS-81019264,Purchase,1/17/2026,Mobile,Google Ads,113
EvtID43350,CUS-79245162,Add to Cart,1/17/2026,Mobile,Instagram,39
EvtID43351,CUS-88618241,Login,8/22/2025,Mobile,LinkedIn,150
EvtID43352,CUS-98933986,Purchase,7/20/2025,Mobile,Organic Search,153
EvtID43353,CUS-94097452,Purchase,6/21/2025,Desktop,Google Ads,135
EvtID43354,CUS-96353579,Add to Cart,09-12-2025,Mobile,Google Ads,68
EvtID43355,CUS-25454030,Add to Cart,11-08-2025,Mobile,LinkedIn,93
EvtID43356,CUS-84108652,Login,1/22/2026,Mobile,Google Ads,135
EvtID43357,CUS-50890089,Add to Cart,2/23/2026,Mobile,Google Ads,177
EvtID43358,CUS-14316173,Logout,7/17/2025,Desktop,Organic Search,1
EvtID43359,CUS-32793788,Login,8/14/2025,Desktop,Google Ads,71
EvtID43360,CUS-52053047,Add to Cart,3/18/2026,Desktop,LinkedIn,173
EvtID43361,CUS-94778121,Add to Cart,04-04-2026,Mobile,Instagram,101
EvtID43362,CUS-69182395,Login,11-10-2025,Mobile,LinkedIn,61
EvtID43363,CUS-76621781,Upgrade Plan,4/14/2025,Mobile,Instagram,107
EvtID43364,CUS-17883572,Upgrade Plan,12/28/2025,Desktop,LinkedIn,72
EvtID43365,CUS-32696078,Cancel Subscription,5/23/2025,Mobile,Direct,106
EvtID43366,CUS-94022506,Cancel Subscription,1/13/2026,Tablet,Google Ads,78
EvtID43367,CUS-71678098,Upgrade Plan,09-01-2025,Mobile,Instagram,57
EvtID43368,CUS-73898159,Add to Cart,5/17/2026,Mobile,Organic Search,5
EvtID43369,CUS-89880669,Add to Cart,1/22/2026,Desktop,Google Ads,177
EvtID43370,CUS-94041269,Upgrade Plan,1/26/2026,Mobile,Google Ads,139
EvtID43371,CUS-49702737,Logout,11-11-2025,Mobile,Google Ads,124
EvtID43372,CUS-75759625,Logout,12-05-2025,Desktop,Instagram,152
EvtID43373,CUS-29363443,Upgrade Plan,5/20/2026,Desktop,Email Campaign,105
EvtID43374,CUS-94099353,Cancel Subscription,1/18/2026,Desktop,Instagram,159
EvtID43375,CUS-71573175,Upgrade Plan,12-09-2025,Mobile,Google Ads,122
EvtID43376,CUS-72326805,Upgrade Plan,11/27/2025,Mobile,Google Ads,149
EvtID43377,CUS-34500349,Add to Cart,09-01-2025,Mobile,Google Ads,34
EvtID43378,CUS-88995155,Upgrade Plan,04-08-2026,Desktop,Instagram,1
EvtID43379,CUS-77899710,Purchase,9/14/2025,Mobile,Instagram,26
EvtID43380,CUS-19039900,Logout,6/19/2025,Mobile,Google Ads,155
EvtID43381,CUS-68727594,Add to Cart,4/16/2025,Tablet,Email Campaign,15
EvtID43382,CUS-55054462,Purchase,01-02-2026,Mobile,LinkedIn,155
EvtID43383,CUS-59737517,Logout,4/28/2026,Desktop,Email Campaign,39
EvtID43384,CUS-28837615,Login,02-03-2026,Mobile,Email Campaign,163
EvtID43385,CUS-25946621,Upgrade Plan,6/20/2025,Desktop,Instagram,171
EvtID43386,CUS-27953380,Cancel Subscription,11-07-2025,Mobile,LinkedIn,105
EvtID43387,CUS-32678713,Login,12/28/2025,Desktop,Organic Search,117
EvtID43388,CUS-90552599,Purchase,1/27/2026,Mobile,Google Ads,170
EvtID43389,CUS-47973904,Login,2/14/2026,Mobile,Google Ads,114
EvtID43390,CUS-28615685,Purchase,6/20/2025,Mobile,Instagram,165
EvtID43391,CUS-62941707,Logout,5/23/2025,Desktop,Google Ads,96
EvtID43392,CUS-17931669,Upgrade Plan,04-02-2025,Mobile,Google Ads,75
EvtID43393,CUS-58727618,Upgrade Plan,12-12-2025,Mobile,Google Ads,34
EvtID43394,CUS-95408954,Logout,9/30/2025,Desktop,Direct,37
EvtID43395,CUS-32742032,Cancel Subscription,4/30/2026,Mobile,Instagram,168
EvtID43396,CUS-26417156,Upgrade Plan,03-05-2026,Mobile,Google Ads,160
EvtID43397,CUS-58242007,Cancel Subscription,03-01-2026,Mobile,Google Ads,6
EvtID43398,CUS-74145881,Upgrade Plan,9/24/2025,Tablet,Instagram,134
EvtID43399,CUS-22599515,Upgrade Plan,08-12-2025,Mobile,Email Campaign,56
EvtID43400,CUS-68467545,Purchase,12-10-2025,Mobile,Instagram,56
EvtID43401,CUS-93408078,Login,7/23/2025,Desktop,Google Ads,159
EvtID43402,CUS-45319770,Cancel Subscription,3/29/2026,Mobile,Instagram,73
EvtID43403,CUS-59761301,Cancel Subscription,10/23/2025,Mobile,Email Campaign,7
EvtID43404,CUS-88051091,Add to Cart,06-11-2025,Mobile,Google Ads,124
EvtID43405,CUS-86226652,Login,07-01-2025,Mobile,Google Ads,172
EvtID43406,CUS-47813279,Purchase,4/23/2025,Desktop,Email Campaign,169
EvtID43407,CUS-19857049,Add to Cart,1/30/2026,Mobile,Google Ads,113
EvtID43408,CUS-55993450,Purchase,12/14/2025,Mobile,Google Ads,60
EvtID43409,CUS-31731810,Login,03-04-2026,Desktop,Organic Search,157
EvtID43410,CUS-73633840,Add to Cart,6/25/2025,Tablet,Instagram,137
EvtID43411,CUS-31203516,Purchase,08-07-2025,Mobile,Google Ads,80
EvtID43412,CUS-11800597,Login,5/31/2025,Mobile,Instagram,17
EvtID43413,CUS-92768186,Logout,1/24/2026,Mobile,Organic Search,85
EvtID43414,CUS-19680477,Cancel Subscription,12/19/2025,Mobile,Instagram,97
EvtID43415,CUS-70492528,Login,4/14/2026,Desktop,Direct,26
EvtID43416,CUS-25863409,Login,7/18/2025,Mobile,Instagram,55
EvtID43417,CUS-38284044,Cancel Subscription,3/28/2026,Desktop,Google Ads,2
EvtID43418,CUS-50331910,Cancel Subscription,10/22/2025,Mobile,LinkedIn,26
EvtID43419,CUS-29867378,Purchase,7/17/2025,Mobile,Google Ads,5
EvtID43420,CUS-33043673,Cancel Subscription,07-03-2025,Mobile,Email Campaign,114
EvtID43421,CUS-82032461,Upgrade Plan,04-06-2026,Mobile,Instagram,147
EvtID43422,CUS-52270096,Login,4/15/2025,Mobile,Google Ads,124
EvtID43423,CUS-63173232,Login,12/18/2025,Desktop,LinkedIn,75
EvtID43424,CUS-39784206,Upgrade Plan,10/20/2025,Mobile,Direct,59
EvtID43425,CUS-40714745,Logout,7/17/2025,Mobile,Instagram,140
EvtID43426,CUS-81487186,Logout,5/14/2026,Desktop,Organic Search,19
EvtID43427,CUS-76788154,Purchase,4/26/2026,Mobile,Google Ads,118
EvtID43428,CUS-14940649,Login,5/21/2025,Desktop,LinkedIn,58
EvtID43429,CUS-42233997,Purchase,10/22/2025,Mobile,Google Ads,154
EvtID43430,CUS-60190281,Logout,04-08-2026,Desktop,Email Campaign,107
EvtID43431,CUS-15317641,Login,04-03-2026,Desktop,LinkedIn,48
EvtID43432,CUS-82072645,Upgrade Plan,4/30/2026,Desktop,Google Ads,3
EvtID43433,CUS-12259333,Upgrade Plan,7/17/2025,Mobile,LinkedIn,136
EvtID43434,CUS-78352651,Logout,11/14/2025,Mobile,LinkedIn,54
EvtID43435,CUS-58083434,Cancel Subscription,12-02-2025,Mobile,Email Campaign,32
EvtID43436,CUS-94513054,Purchase,12/20/2025,Desktop,Google Ads,141
EvtID43437,CUS-12119418,Add to Cart,11-10-2025,Mobile,Google Ads,110
EvtID43438,CUS-15335840,Purchase,1/30/2026,Desktop,Instagram,74
